BAIRRO,TIPOESC,num_alunos
GUAIANAZES,MOVA,3010
JARDIM DONA SINHÁ,CEI INDIR,3010
JARDIM POPULAR,CEI DIRET,3010
JARDIM ORIENTAL,CEI INDIR,3006
PARQUE CRUZEIRO DO SUL,EMEF        ,3003
JARDIM SÃƒO PEDRO,EMEF        ,3002
JARDIM RUTH,CEI DIRET,3000
VILA NOVA PERUS,CEI DIRET,3000
PARQUE INDEPENDENCIA,MOVA,2997
JARDIM SANTA TEREZINHA (ZONA LESTE),EMEI,2995
JARDIM SANTA TEREZINHA ZONA LESTE,EMEI,2995
PARQUE SANTO AMARO,EMEI,2995
VILA REMO,EMEI,2995
JARDIM DA LARANJEIRA ZONA LESTE,CEU AT COM,2994
CIDADE CENTENARIO,CEI DIRET,2990
JARDIM MARILIZA,CEI DIRET,2990
VILA NAIR,CEI INDIR,2990
JARDIM PARANÃ,CEU EMEF    ,2989
PARQUE DOS PRÃNCIPES,EMEF        ,2989
JARDIM SAO PEDRO,EMEI      ,2988
BROOKLIN PAULISTA,CR.P.CONV,2987
AGUA BRANCA,CEI INDIR,2980
VILA EUTHALIA,CEI DIRET,2980
VILA AIMORÃ‰,EMEF        ,2976
CAXINGUI,EMEF        ,2975
COLÔNIA (ZONA LESTE),CR.P.CONV ,2973
JARDIM BANDEIRANTES LAJEADO,EMEF,2971
VILA IOLANDA,EMEF        ,2971
CAXINGUI,EMEI,2970
CIDADE LIDER,CEI INDIR,2970
JARDIM HELGA,CEI INDIR,2970
JARDIM IPANEMA,CEI DIRET,2970
JARDIM AVELINO,CR.P.CONV,2960
JARDIM SABARÁ,CEI DIRET,2960
VILA TAQUARI,CR.P.CONV ,2958
VILA ANDRADE,EMEF        ,2951
CHACARA MAFALDA,CR.P.CONV,2950
JARDIM LUCÉLIA,CR.P.CONV,2950
JARDIM NAKAMURA,CEI DIRET,2950
VILA INDUSTRIAL,CR.P.CONV,2950
JARDIM PAULISTANO ZONA NORTE,CEU EMEF    ,2949
BORORE,CR.P.CONV,2947
VILA CONSTANCA,EMEBS,2945
GUAIAUNA,CEI INDIR,2940
ITAIM BIBI,EMEI,2940
JARDIM RAPOSO TAVARES,CEI INDIR,2940
PARQUE INDEPENDENCIA,EMEF        ,2940
VILA BRASILINA,CEI DIRET,2940
VILA CALU,EMEI      ,2940
JARDIM SANTO ANDRE,EMEF      ,2939
JARDIM SANTO ANDRÃ‰,EMEF        ,2939
VILA CAMPANELLA,EMEI,2935
COHAB INACIO MONTEIRO,CEU EMEF    ,2933
JARDIM SANTA TERESINHA,CEU EMEF    ,2933
CIDADE JÚLIA,CEI INDIR,2930
CONJUNTO PROMORAR RIO CLARO,CEI DIRET,2930
JARDIM IMBÉ,CEI DIRET,2930
JARDIM JAPÃO,CEI DIRET,2930
PARQUE ARTUR ALVIM,CEI DIRET,2930
VILA CURUCA,MOVA,2930
VILA EMA,EMEI,2930
VILA GRACIOSA,CR.P.CONV,2930
VILA ISABEL,CR.P.CONV,2930
JARDIM DOM JOSÉ,CEMEI,2920
JARDIM LIBANO,CEI DIRET,2920
CONJUNTO HABITACIONAL PADRE MANOEL DE PA,CEI INDIR,2919
INTERLAGOS,CR.P.CONV,2919
CIDADE IPAVA,EMEF        ,2916
GUAIANAZES,CEI INDIR,2912
PARQUE NOVO GRAJAÚ,CEI INDIR,2912
JARDIM ANHANGUERA,EMEI,2910
JARDIM ROSSIN,CEI DIRET,2910
VILA SILVA TELES,CR.P.CONV,2908
CIDADE LÃDER,EMEF        ,2905
MOOCA,EMEBS     ,2904
JARDIM ROMANO,CR.P.CONV,2903
CIDADE ADEMAR,EMEF        ,2902
JARDIM CLARICE,CR.P.CONV ,2902
JARDIM MORENO,CEI INDIR,2900
JARDIM SÃO FRANCISCO,CEI INDIR,2900
JARDIM DA CONQUISTA,EMEF        ,2899
JARDIM SOMARA,CR.P.CONV,2898
PARQUE FERNANDA,EMEI      ,2895
CANTINHO DO CÃ‰U,CEU EMEF    ,2892
JARDIM IMBÉ,CR.P.CONV,2890
JARDIM MITSUTANI,CR.P.CONV,2890
JARDIM PÉROLA I,CR.P.CONV ,2890
PARQUE ALTO DO RIO BONITO,CEI DIRET,2890
PARQUE DO LAGO,CR.P.CONV   ,2890
PARQUE SANTA MADALENA,CEI DIRET,2890
ACLIMAÇÃO,CEI INDIR,2885
ITAIM PAULISTA,CEI DIRET ,2880
JARDIM SOUZA,CEI DIRET,2880
VILA HORTÊNCIA,CR.P.CONV,2880
VILA PROGRESSO,CEI DIRET,2880
CHACARA DA ENSEADA,EMEF,2879
CHÃCARA DA ENSEADA,EMEF        ,2879
PARQUE NOVO SANTO AMARO,EMEF        ,2875
VILA SÃO NICOLAU,CEI INDIR,2870
JARDIM VILA CARRÃO,CR.P.CONV,2860
PARQUE COLONIAL,CR.P.CONV ,2859
CONJUNTO PROMORAR SÃO LUIS,EMEF      ,2855
CONJUNTO PROMORAR SÃƒO LUIS,EMEF        ,2855
JARDIM GUARANI,CR.P.CONV ,2853
PLANALTO PAULISTA,CR.P.CONV ,2853
JARDIM CASABLANCA,CR.P.CONV,2850
JARDIM ETELVINA,CEI DIRET,2850
JARDIM ROSANA,CEI DIRET,2850
PARQUE BOA ESPERANCA,CEI DIRET,2850
PARQUE SANTA AMELIA,CEI DIRET,2850
JARDIM NICE,EMEF        ,2847
JARDIM MARIA VIRGINIA,CR.P.CONV,2844
CANGAÍBA,CEI INDIR,2842
JARDIM LIMOEIRO,CR.P.CONV,2842
JARDIM BRASILIA ZONA LESTE,EMEI,2840
MOOCA,CEI DIRET,2840
JARDIM IRAPIRANGA,CR.P.CONV,2838
JARDIM VERA CRUZ(ZONA LESTE),CR.P.CONV,2835
VILA JARAGUÁ,CR.P.CONV,2835
CONJUNTO HABITACIONAL INÁCIO MONTEIRO,CEI DIRET,2830
JARDIM IAE,CR.P.CONV,2830
JARDIM KIOTO,CEI INDIR,2828
PARQUE NOVO MUNDO,EMEI      ,2820
VILA INACIO,CEI DIRET,2820
ITAIM PAULISTA,CEI INDIR ,2818
VILA GUILHERME,EMEI      ,2817
VILA ZAT,CR.P.CONV,2814
CIDADE SÃƒO MATEUS,CR.P.CONV   ,2811
JARDIM ROMANO,CEI DIRET,2810
JARDIM SOUZA,CR.P.CONV,2810
JARDIM GUARANI,EMEF        ,2809
JARDIM SANTO ANTÔNIO,CR.P.CONV,2805
BALNEÁRIO SÃO JOSÉ,CR.P.CONV,2800
PIRAJUSSARA,MOVA,2800
VILA LEOPOLDINA,CEI DIRET,2800
VILA SOCORRO,EMEI,2800
JARDIM UBIRAJARA ZONA SUL,CR.P.CONV,2795
SÃO JOÃO CLÍMACO,CR.P.CONV,2794
JARAGUA,CR.P.CONV,2790
PARQUE NAÇÕES UNIDAS,CEI INDIR,2786
JARDIM MARILDA,CR.P.CONV,2784
SAO MIGUEL PAULISTA,CR.P.CONV,2784
VILA NOVA CURUÇÁ,CR.P.CONV,2782
JARDIM PAULO VI,CEU EMEF    ,2780
SÍTIO MORRO GRANDE,CEI INDIR,2779
JARDIM DUPRAT,EMEF        ,2778
JARDIM ROBRU,CR.P.CONV ,2777
JARDIM HELENA,MOVA      ,2775
VILA SANTA TERESINHA,CR.P.CONV,2774
PARQUE BOA ESPERANCA,CEU EMEF    ,2773
BOM RETIRO,CR.P.CONV ,2772
CONJUNTO RESIDENCIAL VISTA VERDE,CEI INDIR,2772
JARDIM ARACATI,CR.P.CONV,2771
JARDIM CATANDUVA,CEI DIRET,2770
JARDIM SAO CARLOS,MOVA,2770
JARDIM SOARES,CR.P.CONV,2770
COHAB SANTA ETELVINA II A,EMEF        ,2762
JARDIM SANTA ADELIA,CEI DIRET,2760
VILA ANTONIETA,CEI DIRET,2760
VILA PALMEIRAS,CR.P.CONV,2755
JARDIM FLOR DE MAIO,EMEF        ,2752
COHAB INACIO MONTEIRO,EMEF        ,2751
JARDIM PIRACUAMA,EMEF        ,2751
JARDIM D ABRIL,CEI DIRET,2750
PARQUE VILA MARIA,CEI DIRET,2750
VELEIROS,CEI DIRET,2750
JARDIM BANDEIRANTES,EMEI,2745
VILA GOMES CARDIM,EMEI,2745
VILA DAS BELEZAS,CEU EMEF    ,2744
SÃO JOÃO CLÍMACO,CEU EMEI  ,2743
CHÁCARA SANTANA,CEI DIRET ,2742
PARQUE PRIMAVERA,EMEF        ,2741
JARDIM SANTA ADÉLIA,EMEI,2740
COHAB SANTA ETELVINA II B,EMEF        ,2737
JARDIM SAO PAULOZONA LESTE,CR.P.CONV   ,2734
JARDIM SAO JOAO JARAGUA,CR.P.CONV,2730
JARDIM SIPRAMAR,CR.P.CONV,2730
PARQUE DOROTEIA,MOVA,2722
COHAB JUSCELINO,EMEF        ,2720
CONJUNTO HABITACIONAL INACIO MONTEIRO,CR.P.CONV,2720
JARDIM ALVORADA,CR.P.CONV,2720
JARDIM CAGUASSU,CEI DIRET,2720
JARDIM PLANALTO,CEI DIRET,2720
VILA NHOCUNE,CR.P.CONV,2720
JARDIM CASA GRANDE,CR.P.CONV ,2718
SANTANA,EMEI      ,2718
JARDIM NAKAMURA,CR.P.CONV,2716
JARDIM YARA,EMEF        ,2716
JARDIM IRAPIRANGA,CEI INDIR ,2715
PARQUE BRASIL,CR.P.CONV ,2712
CONJ HABIT PADRE MANOEL DA NOBREGA,CEI DIRET,2710
PARQUE TIETE,MOVA,2710
VILA ANDRADE,CEI DIRET,2710
PARQUE REGINA,EMEI      ,2706
PARQUE IPÊ,CEI INDIR,2705
VILA PRUDENTE,CEI INDIR,2704
JARDIM MIRIAM,MOVA      ,2703
JARDIM AUGUSTA,CR.P.CONV,2700
PARQUE BRASIL,EMEI,2700
VILA NHOCUNE,CEI DIRET,2700
TATUAPÃ‰,EMEF        ,2698
CONJUNTO HABITACIONAL TURÃSTICA,EMEF        ,2695
CONJUNTO HABITACIONAL TURÍSTICA,EMEF      ,2695
JARDIM CACHOEIRA,CR.P.CONV,2695
CHÁCARA INGLESA,CR.P.CONV,2694
CHÃCARA INGLESA,EMEF        ,2691
CIDADE ANTÃ”NIO ESTEVÃƒO DE CARVALHO,CR.P.CONV   ,2691
VILA MISSIONARIA,EMEF        ,2691
VILA PAULISTANA,CR.P.CONV,2691
CHÁCARA FLÓRIDA,CR.P.CONV,2690
JARDIM SANTA TERESINHA,MOVA,2690
SAÚDE,CEI INDIR,2690
SÉ,CR.P.CONV,2690
VILA DA PAZ,CR.P.CONV,2690
JARDIM IMPERADOR ZONA LESTE,CR.P.CONV,2685
JARDIM GUANABARA,CR.P.CONV,2684
JARDIM ARIZE,CEI INDIR,2681
SÍTIO ITABERABA I,CR.P.CONV,2681
INDIANÓPOLIS,CEI DIRET,2680
PARQUE NACOES UNIDAS,EMEI,2680
JARDIM BRASIL,MOVA      ,2679
VILA DAS BELEZAS,CEU EMEI  ,2679
CANINDE,EMEF        ,2678
JARAGUÁ,CR.P.CONV ,2677
JARDIM DO COLÉGIO,CR.P.CONV,2677
PARQUE SAO JORGE,EMEI,2670
TAIPAS,EMEF      ,2670
VILA MAZZEI,CR.P.CONV,2668
VILA RUBI,CEU EMEF    ,2668
JARDIM SERTÃOZINHO,CR.P.CONV,2667
PIRAJUSSARA,CEU EMEI  ,2667
VILA NOVA GALVÃO,CR.P.CONV,2664
VILA SANTANA,CR.P.CONV,2664
PARQUE DOM JOÃO NERI,CR.P.CONV,2660
VILA JACUÍ,MOVA,2660
VILA SONIA,EMEI,2655
VILA SÔNIA,EMEI,2655
ITAIM PAULISTA,CR.P.CONV   ,2652
INSTITUTO DE PREVIDÊNCIA,CR.P.CONV,2650
JARDIM ÁUREA,CR.P.CONV,2650
JARDIM SAO LUIS ZONA NORTE,CR.P.CONV,2645
CIDADE LÃDER,CR.P.CONV   ,2643
IPIRANGA,MOVA,2643
FAZENDA DA JUTA,MOVA,2641
JARDIM MITSUTANI,CEI DIRET,2640
JARDIM STO ANDRE,CR.P.CONV,2640
JARDIM SÃO BENTO NOVO,CEI DIRET,2640
SÃO JOÃO CLÍMACO,CEI DIRET,2640
JARDIM UMARIZAL,EMEF        ,2639
PARQUE MONTEIRO SOARES,EMEF        ,2639
CHÁCARA SANTA ETELVINA,CR.P.CONV ,2637
JARDIM IMPERADOR ZONA LESTE,EMEI,2635
JARDIM PAULISTANO ZONA NORTE,EMEF        ,2635
VILA ARICANDUVA,CR.P.CONV,2630
VILA BUARQUE,CR.P.CONV,2630
PARQUE SANTO EDUARDO,EMEF        ,2622
IPIRANGA,CEI DIRET,2620
JARDIM ITAPEMIRIM,CR.P.CONV,2620
JARDIM SAO BERNARDO,CEI DIRET,2620
JARDIM UBIRAJARA,CR.P.CONV,2620
PARQUE BOLOGNE,CEU EMEF    ,2620
VILA TERESINHA,MOVA,2620
JARDIM UBIRAJARA,EMEF        ,2617
JARDIM POPULAR,EMEF        ,2613
CHÃCARA SANTA MARIA,CR.P.CONV   ,2612
BUTANTÃ,EMEI,2610
JARDIM MARIA SAMPAIO,CR.P.CONV,2610
PARAÍSO,EMEI,2610
JARDIM SANTA MARIA,CR.P.CONV ,2608
SAÃšDE,EMEF        ,2607
VILA MARARI,EMEF        ,2605
JARDIM VISTA ALEGRE,EMEF        ,2603
VILA RICA,EMEF        ,2601
PARQUE AMÉRICA,CEI INDIR,2600
VILA BRASILANDIA,CEI DIRET,2600
JARDIM HELOISA,CR.P.CONV,2597
JARDIM IBIRAPUERA,EMEF        ,2597
PARQUE DOS BANCÃRIOS,EMEF        ,2596
JARDIM CÃ‰LIA,CEU EMEF    ,2594
VILA CLARA,CEU EMEF,2594
PARQUE PERUCHE,EMEF        ,2593
CAMPOS ELISEOS,CR.P.CONV,2590
CONJUNTO RESIDENCIAL PRESTES MAIA,CR.P.CONV,2590
JARDIM ELISA MARIA,CEI DIRET,2590
JARDIM ROSELI,CEI DIRET,2590
VILA FÁTIMA,CEI DIRET,2590
VILA NOVA YORK,CR.P.CONV,2590
VILA RENATO ZONA NORTE,CR.P.CONV,2590
VILA MATILDE,CR.P.CONV ,2586
VILA PROGRESSO (ZONA LESTE),EMEI,2585
VILA PROGRESSO ZONA LESTE,EMEI,2585
CONJUNTO HABITACIONAL TURÍSTICA,CEI INDIR,2584
VILA CLARICE,CECI,2583
JARDIM VILA FORMOSA,CR.P.CONV,2580
VILA IPOJUCA,EMEI,2580
VILA ALBANO,CR.P.CONV,2576
VILA RICA,CEMEI,2575
PARQUE NOVO MUNDO,CR.P.CONV,2574
JARDIM COIMBRA,EMEF        ,2571
JARDIM ESTER,EMEF        ,2571
ITAQUERA,CEI INDIR,2570
VILA NAIR,CR.P.CONV,2569
VILA COSMOPOLITA,CR.P.CONV ,2568
JARDIM MAIA,MOVA,2566
PARQUE CASA DE PEDRA,CEU CEMEI,2564
JARDIM DA CONQUISTA (ZONA LESTE),MOVA,2563
PARQUE MARIA DOMITILA,EMEF        ,2562
JARDIM FERNANDES,EMEF        ,2561
JARDIM BRASILIA ZONA NORTE,CR.P.CONV,2560
JARDIM PANORAMA D OESTE,CR.P.CONV,2560
VILA ODETE,CR.P.CONV,2560
SANTO AMARO,EMEF        ,2557
REAL PARQUE,EMEF        ,2554
VILA DO ENCONTRO,EMEF        ,2553
JARDIM IVA,CEI DIRET,2550
JARDIM NORONHA,CEMEI,2550
PARQUE MARIA HELENA,CEI DIRET,2550
VILA CLEMENTINO,ESP CONV,2548
VILA BOM JARDIM,MOVA,2541
JARDIM BANDEIRANTE (SÃO RAFAEL),EMEI,2540
JARDIM BANDEIRANTE SAO RAFAEL,EMEI,2540
PARQUE AMERICA,CEI DIRET,2540
SÍTIO MORRO GRANDE,CR.P.CONV,2540
COHAB PADRE JOSE DE ANCHIETA,EMEI      ,2536
PARQUE SÃO DOMINGOS,CR.P.CONV,2534
JARDIM CAMBARA,CEI INDIR,2530
PARELHEIROS,CR.P.CONV ,2529
VILA PIERINA,EMEF        ,2527
JARDIM CACHOEIRA,EMEI      ,2523
SACOMÃƒ,EMEF        ,2522
PARQUE TAIPAS,CR.P.CONV ,2520
VILA CONSTÂNCIA,CEI DIRET,2520
VILA HERMÍNIA,CR.P.CONV,2513
JARDIM SANTO ANDRE,MOVA,2511
BRÁS,CR.P.CONV,2510
JARDIM SANTA FE ZONA SUL,CR.P.CONV,2510
JARDIM VIRGINIA BIANCA,EMEF        ,2510
VILA GUMERCINDO,EMEI,2510
VILA ROMANA,CEI INDIR,2510
JARDIM BRASIL ZONA NORTE,CR.P.CONV   ,2509
BELENZINHO,CR.P.CONV,2506
JARDIM TABOÃO,CR.P.CONV,2506
PIQUERI,CR.P.CONV,2506
BRÁS,CEI DIRET ,2499
UMARIZAL,EMEI      ,2496
VILA BANCARIA MUNHOZ,EMEF        ,2496
VILA FORMOSA,EMEF        ,2494
PARQUE PAULISTANO,EMEF        ,2491
JARDIM SANTA CRUZ (ZONA NORTE),CR.P.CONV ,2490
VILA CURUCA,CEI DIRET,2490
VILA CURUÇÁ,CEI DIRET,2490
BALNEARIO SAO FRANCISCO,CEU EMEI  ,2487
JARDIM HELENA,CR.P.CONV   ,2485
CONJ RESIDENCIAL JOSE BONIFACIO,EMEI        ,2484
JARDIM CELESTE,CR.P.CONV,2484
JARDIM MARACANÃ,EMEI      ,2481
PARQUE MONTEIRO SOARES,EMEI,2481
JARDIM SAO JORGE RAPOSO TAVARES,EMEI,2480
JARDIM SÃO JORGE (RAPOSO TAVARES),EMEI,2480
JARDIM VARGINHA,MOVA,2480
VILA FIDALGO,CR.P.CONV,2480
VILA NASCENTE,EMEF        ,2479
VILA UNIAO ZONA LESTE,EMEF        ,2479
JABAQUARA,CEU EMEI  ,2478
PARADA XV DE NOVEMBRO,CEI DIRET,2478
SÃƒO MIGUEL PAULISTA,EMEFM       ,2476
JARDIM CAMARGO NOVO,CR.P.CONV   ,2475
PARQUE SANTA BÁRBARA,CR.P.CONV,2472
PINHEIROS,CEI DIRET,2470
VILA MADALENA,EMEI,2470
JARDIM ANTÁRTICA,EMEI      ,2469
PARQUE DO LAGO,CEMEI     ,2469
JARDIM REIMBERG,EMEF      ,2466
PARQUE EDU CHAVES,EMEF        ,2466
PARQUE CASA DE PEDRA,EMEF        ,2461
JARDIM REPUBLICA,MOVA,2460
JARDIM SANTA MONICA,CEI INDIR,2460
PARQUE EDU CHAVES,EMEI      ,2460
PRAIA DO LEBLON,CR.P.CONV,2460
VILA CAMPESTRE,EMEF        ,2460
CHÁCARA SANTA ETELVINA,CEI INDIR,2457
CONJUNTO PROMORAR RIO CLARO,CEU EMEI  ,2457
JARDIM NOVE DE JULHO,CR.P.CONV,2456
LAJEADO,CEI INDIR,2454
JARDIM PARQUE MORUMBI,CEU EMEF    ,2453
JARDIM MARÃLIA,EMEF        ,2452
JARDIM NORONHA,CEU EMEI,2451
JARDIM NORONHA,CEU EMEI  ,2451
PARQUE EDU CHAVES,CR.P.CONV,2451
SICILIANO,CEI DIRET,2450
VILA PITA,CR.P.CONV,2443
PARQUE RESIDENCIAL COCAIA,CR.P.CONV   ,2442
MORRO DO ÍNDIO,CEI INDIR,2440
PLANALTO PAULISTA,EMEI,2440
VILA ANASTACIO,EMEI,2440
JARDIM PARANÁ,CEU EMEI  ,2436
VILA NORMA,CEI INDIR,2436
JARDIM MARIA DUARTE,CEMEI,2435
JARDIM SAO FRANCISCO ZONA LESTE,CR.P.CONV,2435
JARDIM SÃO FRANCISCO (ZONA LESTE),CR.P.CONV,2435
CONJUNTO HABITACIONAL JUSCELINO KUBITSCH,CR.P.CONV ,2433
JARDIM CIDADE PIRITUBA,EMEFM       ,2433
VILA BELA VISTA ZONA NORTE,EMEF        ,2432
JARDIM AURORA ZONA LESTE,CEI INDIR,2430
JARDIM DAS PALMAS,CEI DIRET,2430
VILA JOÃO BATISTA,CR.P.CONV,2429
VILA PAULICEIA,EMEF        ,2427
VILA SANTA MARIA,EMEF        ,2427
JARDIM DA SAÚDE,CR.P.CONV,2426
VILA HELENA,EMEF        ,2426
JARDIM MARIANE,EMEF        ,2425
JARDIM RODOLFO PIRANI,CEI INDIR ,2425
COLONIA ZONA LESTE,EMEF        ,2424
COLÔNIA (ZONA LESTE),EMEF,2424
VILA ANGELICA,EMEF        ,2423
JARDIM SAO SAVERIO,EMEI      ,2421
INDIANÓPOLIS,EMEI,2420
JARDIM ANGELA ZONA LESTE,EMEI,2420
JARDIM ÂNGELA (ZONA LESTE),EMEI,2420
VILA SIQUEIRA (ZONA NORTE),EMEI      ,2418
JARDIM WILMA FLOR,EMEF        ,2416
VILA EMA,EMEF        ,2415
JARDIM DAS CAMELIAS,CEI INDIR ,2412
JARDIM SAPOPEMBA,CEU EMEF    ,2412
PARQUE BRISTOL,CEU EMEF    ,2412
JARDIM LUSO,CR.P.CONV,2408
JARDIM REGIS,EMEF        ,2407
JARDIM FLORESTA,EMEI      ,2406
VILA CUNHA BUENO,EMEF,2406
JARDIM SAO JORGE RAPOSO TAVARES,CR.P.CONV,2405
VILA MASCOTE,CEI INDIR,2403
CIDADE TIRADENTES,CEI DIRET   ,2401
CONJUNTO HABITACIONAL JOVA RURAL,EMEI      ,2400
PARQUE NOVO MUNDO,CEI INDIR ,2400
VILA LUCIA,CEI INDIR,2400
VILA NHOCUNE,CEI INDIR,2400
JARDIM PAULISTANO (ZONA NORTE),CEU EMEI  ,2394
JARDIM ITACOLOMI,EMEI      ,2391
PARQUE BOA ESPERANCA,CEU CEI,2390
SACOMA,CR.P.CONV,2390
PARQUE BRISTOL,CIEJA       ,2388
JARDIM DOS ALAMOS,CR.P.CONV ,2385
JARDIM SANTA LUCRECIA,CEU EMEI  ,2385
PARQUE TIETÊ,CR.P.CONV,2385
JARDIM ROSA MARIA,CEI DIRET,2380
CANTINHO DO CEU,CEU EMEI  ,2379
CONJUNTO HABITACIONAL BRIGADEIRO FARIA L,EMEF        ,2377
PARQUE YPE,EMEF        ,2377
VILA HELIÓPOLIS,CEI INDIR,2376
VILA INACIO,MOVA,2376
JARDIM HEBROM,MOVA,2375
CATUMBI,EMEF        ,2371
JARDIM NOVA VITÓRIA I,CR.P.CONV,2370
JARDIM SAO JOAO ZONA NORTE,CEI DIRET,2370
VILA MOREIRA,CEU EMEI  ,2370
VILA SABRINA,EMEF        ,2370
VILA SIMONE,CR.P.CONV ,2367
JARDIM SANTO ANDRÉ,CR.P.CONV ,2364
JARDIM VARGINHA,CR.P.CONV ,2364
ITAIM BIBI,CEI INDIR,2360
VILA MADALENA,CR.P.CONV,2360
VILA BERTIOGA,CR.P.CONV,2358
JARDIM HELENA,CEU EMEI  ,2355
VILA VERDE,CR.P.CONV ,2355
TATUAPÉ,CR.P.CONV,2352
VILA DOS PALMARES,EMEF        ,2352
JARDIM ICARAÃ,EMEF        ,2350
JARDIM JAPAO,EMEI,2350
JARDIM NOVO CARRÃO,CR.P.CONV,2350
VILA UNIVERSITARIA,CEI INDIR,2350
ACLIMACAO,CEI INDIR,2349
PARQUE SAO RAFAEL,EMEI      ,2349
CONJ PROMORAR ESTRADA DA PARADA,EMEI      ,2346
VILA PREL,EMEF        ,2342
CATUMBI,EMEI      ,2340
CIDADE NITRO QUÍMICA,CR.P.CONV,2340
JARDIM DA LARANJEIRA (ZONA LESTE),CEU EMEI  ,2340
JARDIM HERCULANO,CR.P.CONV,2338
JARDIM SANTO ANDRÉ,CEI DIRET ,2337
VILA ARICANDUVA,EMEF        ,2331
CIDADE SAO FRANCISCO,CEI DIRET,2330
JARDIM DRACENA,CEI DIRET,2330
VILA CAJU,CEI INDIR,2328
JARDIM DIONISIO,CR.P.CONV,2326
JARDIM PEDRO JOSE NUNES,EMEF        ,2325
VILA ALBERTINA,ESP CONV,2324
LAJEADO,CEU EMEF    ,2321
JARDIM DA LARANJEIRA (ZONA LESTE),CEU CEI,2320
JARDIM DA LARANJEIRA ZONA LESTE,CEU CEI,2320
CIDADE ANTÔNIO ESTEVÃO DE CARVALHO,CEU EMEI  ,2319
JARDIM SANTA EMÃLIA,EMEF        ,2319
JARDIM DOS MANACÁS,CR.P.CONV,2317
JARDIM BRASÍLIA (ZONA LESTE),CR.P.CONV ,2316
JARDIM PLANALTO,CEI INDIR,2316
PARQUE COLONIAL,CEI INDIR,2316
VILA GOMES,EMEF        ,2316
VILA MARIA BAIXA,EMEI      ,2316
VILA MAZZEI,EMEF        ,2315
JARDIM TEREZA,EMEF        ,2314
CONJUNTO HABITACIONAL FAZENDA DO CARMO,EMEI      ,2313
JARDIM CRISTÁLIA,MOVA,2313
JARDIM PERI NOVO,CR.P.CONV,2313
JARDIM SANTA FÉ (ZONA OESTE),CR.P.CONV,2313
VILA FAZZEONI,CR.P.CONV,2310
VILA MISSIONARIA,CR.P.CONV ,2310
JARDIM PIRITUBA,EMEF        ,2309
JARDIM ROSELI,EMEF        ,2306
CONJ PROMORAR RIO CLARO,EMEF        ,2305
QUINTA DA PAINEIRA,EMEI      ,2305
JARDIM RUBILENE,CR.P.CONV,2304
CAMPININHA,CR.P.CONV,2303
JARDIM ANHANGÜERA,CR.P.CONV ,2303
VILA ALBA,EMEF        ,2303
JARDIM SAMARA,CEI DIRET,2300
PARQUE SÃO MIGUEL,EMEF,2300
VILA LÚCIA,CEI INDIR,2300
BRASILÃ‚NDIA,EMEF        ,2299
GUAIANAZES,CR.P.CONV   ,2298
VILA LÚCIA,CR.P.CONV,2298
ACLIMACAO,CEI DIRET,2296
JARDIM NOVE DE JULHO,CEI INDIR,2296
JARDIM POPULAR,EMEI      ,2295
JARDIM SABARA,EMEF        ,2295
VILA JAGUARA,EMEF        ,2294
CIDADE DUTRA,CEU EMEI  ,2292
CONJUNTO HABITACIONAL TEOTONIO VILELA,CEI INDIR ,2292
JARDIM BEATRIZ,EMEF        ,2292
JARDIM PAULO VI,CEU EMEI  ,2292
VILA NATAL,EMEI      ,2292
PARQUE BOTURUSSU,EMEF        ,2290
JARDIM ANHANGÜERA,CEU EMEI  ,2289
JARDIM PRUDÊNCIA,MOVA      ,2289
JD SAPOPEMBA,EMEF        ,2287
PARQUE BOA ESPERANCA,CEU EMEI  ,2283
JARDIM JAQUELINE,EMEF        ,2281
AMERICANOPOLIS,EMEF        ,2279
VILA RUBI,CEU EMEI  ,2277
JARDIM ANHANGÃœERA,CEU EMEF    ,2274
JARDIM NOVO PARELHEIROS,CEU EMEI  ,2274
COHAB MARECHAL MASCARENHAS DE MORAIS,EMEI      ,2271
VILA GUARANI,EMEI      ,2271
VILA SANTA CATARINA,EMEI      ,2271
CIDADE SAO FRANCISCO,EMEF        ,2269
PARQUE COCAIA,EMEF        ,2267
CONJUNTO HABITACIONAL CASTRO ALVES,MOVA,2264
JARDIM BRASÍLIA (ZONA LESTE),EMEI      ,2262
ERMELINO MATARAZZO,CEI INDIR,2260
COLONIA,CR.P.CONV,2259
VILA SANTISTA,EMEI      ,2259
CIDADE NOVA AMÉRICA,CR.P.CONV,2258
VILA HELENA,CR.P.CONV ,2256
JARDIM NICE,CR.P.CONV,2254
CHACARA CRUZEIRO DO SUL,EMEI      ,2253
CIDADE SATÃ‰LITE SANTA BÃRBARA,CR.P.CONV   ,2253
JARDIM ÂNGELA (ZONA LESTE),CEI INDIR ,2253
VILA INVERNADA,EMEI      ,2253
COHAB MONET,EMEF        ,2251
JARDIM EDI,MOVA,2250
PARQUE AMERICA,EMEI      ,2250
AMERICANÃ“POLIS,EMEF        ,2248
JARDIM GONZAGA,CR.P.CONV,2248
VILA DO ENCONTRO,CEI INDIR,2248
ENGENHEIRO GOULART,CEI INDIR ,2247
PARQUE DOROTEIA,EMEI      ,2244
VILA CHABILANDIA,CR.P.CONV ,2244
VILA GOMES CARDIM,EMEF        ,2243
JARDIM CAPELINHA,EMEI      ,2241
JARDIM COIMBRA,CEI DIRET ,2241
JARDIM CAMARGO,CR.P.CONV,2240
